episode_id,speaker_id,gender,role,duration_min,episode_total_min,speaking_share,speaking_percentage
ep_001,SPEAKER_00,male,guest,24.372166666666622,33.0570833333333,0.7372751679544216,73.72751679544216
ep_001,SPEAKER_01,male,host,8.68491666666668,33.0570833333333,0.2627248320455784,26.27248320455784
